"Subject" "Date" "Unique_ID" "Cell_Type" "Contrast_Agent" "Protocol" "Parameter" "Statistic" "Value"
"1110" "Martin" "111317" "Martin111317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "SD" 1.82
"1111" "Martin" "111317" "Martin111317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "5%" 2.69
"1112" "Martin" "111317" "Martin111317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "95%" 8.83
"1113" "Martin" "111317" "Martin111317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "Mean" 0.97
"1114" "Martin" "111317" "Martin111317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "SD" 0.24
"1115" "Martin" "111317" "Martin111317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "5%" 0.74
"1116" "Martin" "111317" "Martin111317MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "95%" 1.31
"1117" "Martin" "111317" "Martin111317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "Mean" 64.6
"1118" "Martin" "111317" "Martin111317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "SD" 6.34
"1119" "Martin" "111317" "Martin111317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "5%" 55.7
"1120" "Martin" "111317" "Martin111317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "95%" 75.2
"1121" "Martin" "111317" "Martin111317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "Mean" 4.6
"1122" "Martin" "111317" "Martin111317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "SD" 1.79
"1123" "Martin" "111317" "Martin111317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "5%" 2.15
"1124" "Martin" "111317" "Martin111317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "95%" 7.94
"1125" "Martin" "111317" "Martin111317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "Mean" 1.07
"1126" "Martin" "111317" "Martin111317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "SD" 0.4
"1127" "Martin" "111317" "Martin111317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "5%" 0.76
"1128" "Martin" "111317" "Martin111317MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "95%" 1.51
"1129" "Philip" "000000" "Philip000000MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "Mean" 63.6
"1130" "Philip" "000000" "Philip000000MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "SD" 6.57
"1131" "Philip" "000000" "Philip000000MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "5%" 55.5
"1132" "Philip" "000000" "Philip000000MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Area" "95%" 75.8
"1133" "Philip" "000000" "Philip000000MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "Mean" 4.51
"1134" "Philip" "000000" "Philip000000MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "SD" 1.7
"1135" "Philip" "000000" "Philip000000MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "5%" 2.24
"1136" "Philip" "000000" "Philip000000MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "Deformation" "95%" 7.94
"1137" "Philip" "000000" "Philip000000MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "Mean" 1.08
"1138" "Philip" "000000" "Philip000000MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "SD" 0.66
"1139" "Philip" "000000" "Philip000000MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "5%" 0.76
"1140" "Philip" "000000" "Philip000000MonocytesMagnevist" "Monocytes" "Magnevist" "Control" "E" "95%" 1.46
"1141" "Philip" "000000" "Philip000000MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "Mean" 66
"1142" "Philip" "000000" "Philip000000MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "SD" 5.99
"1143" "Philip" "000000" "Philip000000MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "5%" 57.8
"1144" "Philip" "000000" "Philip000000MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Area" "95%" 77.9
"1145" "Philip" "000000" "Philip000000MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "Mean" 5.17
"1146" "Philip" "000000" "Philip000000MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "SD" 1.78
"1147" "Philip" "000000" "Philip000000MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "5%" 2.9
"1148" "Philip" "000000" "Philip000000MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "Deformation" "95%" 8.84
"1149" "Philip" "000000" "Philip000000MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "Mean" 0.97
"1150" "Philip" "000000" "Philip000000MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "SD" 0.19
"1151" "Philip" "000000" "Philip000000MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "5%" 0.74
"1152" "Philip" "000000" "Philip000000MonocytesMagnevist" "Monocytes" "Magnevist" "Treatment" "E" "95%" 1.25
"1153" "Gela" "030117" "Gela030117NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "Mean" 65.9
"1154" "Gela" "030117" "Gela030117NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "SD" 5.27
"1155" "Gela" "030117" "Gela030117NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "5%" 58.4
"1156" "Gela" "030117" "Gela030117NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "95%" 75.7
"1157" "Gela" "030117" "Gela030117NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "Mean" 6.7
"1158" "Gela" "030117" "Gela030117NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "SD" 1.5
"1159" "Gela" "030117" "Gela030117NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "5%" 4.42
"1160" "Gela" "030117" "Gela030117NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "95%" 9.32
"1161" "Gela" "030117" "Gela030117NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "Mean" 0.83
"1162" "Gela" "030117" "Gela030117NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "SD" 0.1
"1163" "Gela" "030117" "Gela030117NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "5%" 0.72
"1164" "Gela" "030117" "Gela030117NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "95%" 0.98
"1165" "Gela" "030117" "Gela030117NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "Mean" 66.4
"1166" "Gela" "030117" "Gela030117NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "SD" 5.66
"1167" "Gela" "030117" "Gela030117NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "5%" 59.3
"1168" "Gela" "030117" "Gela030117NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "95%" 78.4
"1169" "Gela" "030117" "Gela030117NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "Mean" 6.37
"1170" "Gela" "030117" "Gela030117NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "SD" 1.85
"1171" "Gela" "030117" "Gela030117NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "5%" 3.19
"1172" "Gela" "030117" "Gela030117NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "95%" 9.4
"1173" "Gela" "030117" "Gela030117NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "Mean" 0.87
"1174" "Gela" "030117" "Gela030117NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "SD" 0.17
"1175" "Gela" "030117" "Gela030117NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "5%" 0.71
"1176" "Gela" "030117" "Gela030117NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "95%" 1.21
"1177" "Maik" "030217" "Maik030217NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "Mean" 66.3
"1178" "Maik" "030217" "Maik030217NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "SD" 5
"1179" "Maik" "030217" "Maik030217NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "5%" 58.9
"1180" "Maik" "030217" "Maik030217NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "95%" 75.1
"1181" "Maik" "030217" "Maik030217NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "Mean" 7.2
"1182" "Maik" "030217" "Maik030217NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "SD" 1.18
"1183" "Maik" "030217" "Maik030217NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "5%" 5.35
"1184" "Maik" "030217" "Maik030217NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "95%" 9.29
"1185" "Maik" "030217" "Maik030217NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "Mean" 0.79
"1186" "Maik" "030217" "Maik030217NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "SD" 0.059
"1187" "Maik" "030217" "Maik030217NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "5%" 0.71
"1188" "Maik" "030217" "Maik030217NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "95%" 0.89
"1189" "Maik" "030217" "Maik030217NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "Mean" 66.6
"1190" "Maik" "030217" "Maik030217NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "SD" 4.97
"1191" "Maik" "030217" "Maik030217NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "5%" 59
"1192" "Maik" "030217" "Maik030217NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "95%" 75.5
"1193" "Maik" "030217" "Maik030217NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "Mean" 6.9
"1194" "Maik" "030217" "Maik030217NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "SD" 1.24
"1195" "Maik" "030217" "Maik030217NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "5%" 4.96
"1196" "Maik" "030217" "Maik030217NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "95%" 9.09
"1197" "Maik" "030217" "Maik030217NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "Mean" 0.81
"1198" "Maik" "030217" "Maik030217NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "SD" 0.065
"1199" "Maik" "030217" "Maik030217NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "5%" 0.72
"1200" "Maik" "030217" "Maik030217NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "95%" 0.93
"1201" "AngelaS" "030317" "AngelaS030317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "Mean" 66.9
"1202" "AngelaS" "030317" "AngelaS030317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "SD" 6.15
"1203" "AngelaS" "030317" "AngelaS030317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "5%" 58.1
"1204" "AngelaS" "030317" "AngelaS030317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "95%" 78
"1205" "AngelaS" "030317" "AngelaS030317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "Mean" 6.87
"1206" "AngelaS" "030317" "AngelaS030317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "SD" 1.68
"1207" "AngelaS" "030317" "AngelaS030317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "5%" 4.13
"1208" "AngelaS" "030317" "AngelaS030317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "95%" 9.57
"1209" "AngelaS" "030317" "AngelaS030317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "Mean" 0.83
"1210" "AngelaS" "030317" "AngelaS030317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "SD" 0.16
"1211" "AngelaS" "030317" "AngelaS030317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "5%" 0.7
"1212" "AngelaS" "030317" "AngelaS030317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "95%" 1.03
"1213" "AngelaS" "030317" "AngelaS030317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "Mean" 64.8
"1214" "AngelaS" "030317" "AngelaS030317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "SD" 5.09
"1215" "AngelaS" "030317" "AngelaS030317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "5%" 57.2
"1216" "AngelaS" "030317" "AngelaS030317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "95%" 73.7
"1217" "AngelaS" "030317" "AngelaS030317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "Mean" 6.11
"1218" "AngelaS" "030317" "AngelaS030317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "SD" 1.57
"1219" "AngelaS" "030317" "AngelaS030317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "5%" 3.54
"1220" "AngelaS" "030317" "AngelaS030317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "95%" 8.89
"1221" "AngelaS" "030317" "AngelaS030317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "Mean" 0.87
"1222" "AngelaS" "030317" "AngelaS030317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "SD" 0.12
"1223" "AngelaS" "030317" "AngelaS030317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "5%" 0.73
"1224" "AngelaS" "030317" "AngelaS030317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "95%" 1.09
"1225" "Gela" "061317" "Gela061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "Mean" 65.7
"1226" "Gela" "061317" "Gela061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "SD" 5.47
"1227" "Gela" "061317" "Gela061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "5%" 58.5
"1228" "Gela" "061317" "Gela061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "95%" 75.6
"1229" "Gela" "061317" "Gela061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "Mean" 6.44
"1230" "Gela" "061317" "Gela061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "SD" 1.82
"1231" "Gela" "061317" "Gela061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "5%" 3.43
"1232" "Gela" "061317" "Gela061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "95%" 9.56
"1233" "Gela" "061317" "Gela061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "Mean" 0.86
"1234" "Gela" "061317" "Gela061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "SD" 0.18
"1235" "Gela" "061317" "Gela061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "5%" 0.7
"1236" "Gela" "061317" "Gela061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "95%" 1.15
"1237" "Gela" "061317" "Gela061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "Mean" 67.1
"1238" "Gela" "061317" "Gela061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "SD" 5.63
"1239" "Gela" "061317" "Gela061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "5%" 58.8
"1240" "Gela" "061317" "Gela061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "95%" 77.8
"1241" "Gela" "061317" "Gela061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "Mean" 6.26
"1242" "Gela" "061317" "Gela061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "SD" 1.73
"1243" "Gela" "061317" "Gela061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "5%" 3.42
"1244" "Gela" "061317" "Gela061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "95%" 9.13
"1245" "Gela" "061317" "Gela061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "Mean" 0.88
"1246" "Gela" "061317" "Gela061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "SD" 0.13
"1247" "Gela" "061317" "Gela061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "5%" 0.73
"1248" "Gela" "061317" "Gela061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "95%" 1.12
"1249" "Maik" "061317" "Maik061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "Mean" 65.1
"1250" "Maik" "061317" "Maik061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "SD" 5.34
"1251" "Maik" "061317" "Maik061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "5%" 57.4
"1252" "Maik" "061317" "Maik061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "95%" 75
"1253" "Maik" "061317" "Maik061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "Mean" 5.78
"1254" "Maik" "061317" "Maik061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "SD" 1.87
"1255" "Maik" "061317" "Maik061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "5%" 2.83
"1256" "Maik" "061317" "Maik061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "95%" 9.12
"1257" "Maik" "061317" "Maik061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "Mean" 0.92
"1258" "Maik" "061317" "Maik061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "SD" 0.25
"1259" "Maik" "061317" "Maik061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "5%" 0.72
"1260" "Maik" "061317" "Maik061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "95%" 1.28
"1261" "Maik" "061317" "Maik061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "Mean" 69.5
"1262" "Maik" "061317" "Maik061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "SD" 6.16
"1263" "Maik" "061317" "Maik061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "5%" 60.3
"1264" "Maik" "061317" "Maik061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "95%" 80
"1265" "Maik" "061317" "Maik061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "Mean" 7.08
"1266" "Maik" "061317" "Maik061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "SD" 1.59
"1267" "Maik" "061317" "Maik061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "5%" 4.54
"1268" "Maik" "061317" "Maik061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "95%" 9.64
"1269" "Maik" "061317" "Maik061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "Mean" 0.83
"1270" "Maik" "061317" "Maik061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "SD" 0.086
"1271" "Maik" "061317" "Maik061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "5%" 0.72
"1272" "Maik" "061317" "Maik061317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "95%" 0.99
"1273" "Gela" "090417" "Gela090417NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "Mean" 63.9
"1274" "Gela" "090417" "Gela090417NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "SD" 5.95
"1275" "Gela" "090417" "Gela090417NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "5%" 56.3
"1276" "Gela" "090417" "Gela090417NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "95%" 74.8
"1277" "Gela" "090417" "Gela090417NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "Mean" 5.58
"1278" "Gela" "090417" "Gela090417NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "SD" 1.89
"1279" "Gela" "090417" "Gela090417NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "5%" 2.6
"1280" "Gela" "090417" "Gela090417NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "95%" 9.06
"1281" "Gela" "090417" "Gela090417NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "Mean" 0.93
"1282" "Gela" "090417" "Gela090417NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "SD" 0.19
"1283" "Gela" "090417" "Gela090417NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "5%" 0.72
"1284" "Gela" "090417" "Gela090417NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "95%" 1.31
"1285" "Gela" "090417" "Gela090417NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "Mean" 65.4
"1286" "Gela" "090417" "Gela090417NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "SD" 5.11
"1287" "Gela" "090417" "Gela090417NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "5%" 58.3
"1288" "Gela" "090417" "Gela090417NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "95%" 74.6
"1289" "Gela" "090417" "Gela090417NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "Mean" 6.22
"1290" "Gela" "090417" "Gela090417NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "SD" 1.39
"1291" "Gela" "090417" "Gela090417NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "5%" 4.14
"1292" "Gela" "090417" "Gela090417NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "95%" 8.89
"1293" "Gela" "090417" "Gela090417NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "Mean" 0.85
"1294" "Gela" "090417" "Gela090417NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "SD" 0.092
"1295" "Gela" "090417" "Gela090417NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "5%" 0.73
"1296" "Gela" "090417" "Gela090417NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "95%" 1.03
"1297" "Martin" "111317" "Martin111317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "Mean" 66.1
"1298" "Martin" "111317" "Martin111317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "SD" 6.21
"1299" "Martin" "111317" "Martin111317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "5%" 57.1
"1300" "Martin" "111317" "Martin111317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "95%" 76.9
"1301" "Martin" "111317" "Martin111317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "Mean" 6.06
"1302" "Martin" "111317" "Martin111317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "SD" 1.87
"1303" "Martin" "111317" "Martin111317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "5%" 3.2
"1304" "Martin" "111317" "Martin111317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "95%" 9.36
"1305" "Martin" "111317" "Martin111317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "Mean" 0.9
"1306" "Martin" "111317" "Martin111317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "SD" 0.27
"1307" "Martin" "111317" "Martin111317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "5%" 0.71
"1308" "Martin" "111317" "Martin111317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "95%" 1.23
"1309" "Martin" "111317" "Martin111317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "Mean" 67.3
"1310" "Martin" "111317" "Martin111317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "SD" 9.55
"1311" "Martin" "111317" "Martin111317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "5%" 55.8
"1312" "Martin" "111317" "Martin111317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "95%" 86.9
"1313" "Martin" "111317" "Martin111317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "Mean" 4.5
"1314" "Martin" "111317" "Martin111317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "SD" 1.82
"1315" "Martin" "111317" "Martin111317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "5%" 2.1
"1316" "Martin" "111317" "Martin111317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "95%" 8.68
"1317" "Martin" "111317" "Martin111317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "Mean" 1.09
"1318" "Martin" "111317" "Martin111317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "SD" 0.3
"1319" "Martin" "111317" "Martin111317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "5%" 0.74
"1320" "Martin" "111317" "Martin111317NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "95%" 1.55
"1321" "Philip" "000000" "Philip000000NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "Mean" 65
"1322" "Philip" "000000" "Philip000000NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "SD" 6.21
